"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
6146,Exempt,35TH AND WALNUT APTS,3463 WALNUT ST,8025,2019,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,206810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6142,Not Submitted,WALNUT LOFTS,3789 WALNUT ST,80205,2019,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,55698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6186,Exempt,KAPPA TOWER II,9020 E NORTHFIELD BLVD,80216,2020,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,45803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6183,Not Submitted,DTC UNION APARTMENTS,4811 S NIAGARA ST,80237,2019,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,309715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6214,Exempt,,2876 W 53RD AVE,80221,2020,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,58974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6194,Exempt,GATEWAY CENTER PHASE 1,6025 N CEYLON ST,80249,2020,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,238462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6191,Not Submitted,HIGH POINT 2,6496 N Argonne St,80249,2020,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,129624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6170,Exempt,BROADSTONE UPTOWN W,1160 E 18TH AVE,80218,2019,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,99133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6154,Not Submitted,MCGREGOR SQ-CONDOS,1901 WAZEE ST,80202,2019,Assessor Data,Building,RESIDENTIAL-MULTI UNIT APTS,,RESIDENTIAL-MULTI UNIT APTS,,132266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4561,Not Submitted,Caliber Collision,5101 E Evans Street,80222,1961,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,32276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1852,Not Submitted,FMH Denver Vasquez,5165 Vasquez Blvd,80216,1960,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,41389,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1851,Not Submitted,Millennium Auto Body,4850 Vasquez Blvd.,80216,1955,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,30046,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2184,Not Submitted,PlatteOperating Facility,1901 31st Street,80216,1976,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,275387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2038,Not Submitted,BNSF Railway,402 East 44th ave,80216,1995,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,18000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1719,In Compliance,Arnold Machinery Denver,3800 Quentin Street,80239,2008,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,25500,2020-12-31,0,1881398,73.8,1960049,76.9,132970,132970,0,0,0,1427704,0,0,153.1,0,0
1910,In Compliance,Caliber 0872,4909 Fox Street,80216,1961,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,26940,2020-12-31,0,407023,15.1,407023,15.1,66045,66045,0,0,0,181679,0,0,48.1,0,0
2879,In Compliance,Varco Inc dba Maaco Auto Painting,2424 E Colfax Ave.,80206,2004,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,26665,2020-12-31,0,2019664,75.7,2101260,78.8,81530,81530,0,0,0,1741484,0,0,139.9,0,0
3809,In Compliance,2555 S Santa Fe,2555 S Santa Fe,80222,1941,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,93417,2020-12-31,0,4506739,48.2,4781145,51.2,530534,530534,0,0,0,2696558,0,0,451.7,0,0
3245,In Compliance,Hilltop Transportation Bus Garage,2870 W 7th Ave,80204,1968,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,DPS,32133,2020-12-31,0,3159843,98.3,3252911,101.2,3764,3764,0,0,0,3147000,0,0,169.3,0,0
3296,In Compliance,XE#3296,243 Lipan St,80223,1929,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,38459,2020-12-31,0,49884883,1297.1,56014222,1456.5,30795,30795,0,0,0,49779810,0,0,2662,0,0
3294,In Compliance,Rickenbaugh Collision Repair Center,444 Kalamath,80403,1980,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,,40384,2020-12-31,0,6653804,164.8,6834523,169.2,457559,457559,0,0,0,5092613,0,0,536.5,0,0
1276,In Compliance,Northeast Terminal,4937 Dallas Ct,80239-2957,2004,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,DPS,46703,2020-12-31,0,6557139,140.4,6739998,144.3,1283426,1283426,0,0,0,2178090,0,0,861.9,0,0
6003,In Compliance,Rickenbaugh Cadillac Company,777 N Broadway,80203,1940,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Industrial,,75000,2020-12-31,0,9177940,122.4,9536155,127.1,456795,456795,0,0,0,7619354,0,0,670.3,0,0
3244,In Compliance,Hilltop Service Center,2800 W. 7th Ave.,80204,1958,Portfolio Manager,Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Commercial,DPS,81098,2020-12-31,0,3893283,48,3954461,48.8,659813,659813,0,0,0,1642000,0,0,470.9,0,0
5153,Not Submitted,Howard Lorton Galleries,12 E 12th Ave,80203,1919,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,54906,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1764,Not Submitted,Quebec Square,7506 E 36th Ave,80238,2002,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,207611,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4344,Not Submitted,Hobby Lobby,920 S Monaco Parkway,80224,1973,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,33000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3806,Not Submitted,EMW,2141 S Broadway,80210,1923,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,55544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3704,Not Submitted,Store 30,1547 S COLORADO BLVD,,1965,Assessor Data,Building,Retail Store,Retail Store,Commercial,,31190,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2470,Exempt,018-Denver,1416 Platte Street,80202,2000,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,94000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3239,In Compliance,8th Avenue Industrial Center,2500 West 8th Avenue,80204,1954,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,48500,2020-12-31,0,1750651,36.1,1791764,36.9,161138,161138,0,0,0,1200847,0,0,157.5,0,0
2877,In Compliance,Tattered Cover,2526 E Colfax Ave,80206,1953,Portfolio Manager,Building,Retail Store,Retail Store,Commercial Condominium,,31784,2020-12-31,22,3165384,99.6,3234866,101.8,576998,576998,0,0,0,1196668,0,0,399.1,0,0
6209,In Compliance,Fashion Plaza,265-299 Detroit Street,80206,1982,Portfolio Manager,Building,Retail Store,Retail Store,,,25265,2020-12-31,2,2406783,95.3,2426901,96.1,434730,434730,0,0,0,923483,0,0,301.8,0,0
3659,In Compliance,Carpet Exchange,1133 South Platte River Drive,80223,1950,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,65021,2020-12-31,91,3106638,47.8,3244731,49.9,476383,476383,0,0,0,1481219,0,0,355.7,0,0
3834,In Compliance,Publication Printers corp. - 1111 W. Evans LLC,1111 W. Evans Ave.,80223,1988,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,41600,2020-12-31,100,671436,16.1,716510,17.2,69448,69448,0,0,0,434481,0,0,63.5,0,0
5415,In Compliance,211,4100 E Mexico Ave #,80222,1991,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,45912,2020-12-31,57,2757265,60.1,2855669,62.2,575107,575107,0,0,0,795000,0,0,376.6,0,0
5517,In Compliance,Goodwill Central Park,7797 E. 36th Ave.,80238,2002,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,32100,2020-12-31,85,1546459,48.2,1547433,48.2,277708,277708,0,0,0,598918,0,0,193.3,0,0
5023,In Compliance,Habitat for Humanity of Metro Denver Quincy,7890 W Quincy Ave,80123,1989,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,26383,2020-12-31,77,1619411,61.4,1738179,65.9,132807,132807,0,0,0,1166273,0,0,139.2,0,0
3324,In Compliance,"Branch 216 (Denver, CO Benchmarking ID # 3324)",95 S. Tejon Street,80223,1980,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,45363,2020-12-31,30,2377512,52.4,2555814,56.3,289218,289218,0,0,0,1390700,0,0,242,0,0
5356,In Compliance,1027 Denver,3030 East First Avenue,80206,1990,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,90429,2020-12-31,51,5400973,59.7,5431498,60.1,1582935,1582935,0,0,0,0,0,0,920.4,0,0
4738,In Compliance,Denver-Scandinavian Designs,9000 Hampden Ave,80231,1971,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,112728,2020-12-31,90,6851337,60.8,7056048,62.6,696800,487450,209350,0,209350,4473856,0,0,521.1,0,0
3701,In Compliance,Colorado Blvd,1505 S Colorado Blvd,80222,1996,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,39531,2020-12-31,81,1594255,40.3,1639516,41.5,384836,384836,0,0,0,281194,0,0,238.7,0,0
2246,In Compliance,Parise,2245 Market Street,80205,1940,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,25020,2020-12-31,45,2138374,85.5,2203158,88.1,193977,193977,0,0,0,1476527,0,0,191.2,0,0
5363,In Compliance,1520 - BEAR VALLEY,3130 South Sheridan Boulevard,80227-5507,2000,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,131833,2020-12-31,98,7960387,60.4,8524789,64.7,738776,738776,0,0,0,5439683,0,0,718.5,0,0
2985,In Compliance,Argonaut W,760 E Colfax Avenue,80203,2008,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,43500,2020-12-31,85,2694057,61.9,2699343,62.1,570136,570136,0,0,0,748752,0,0,371.3,0,0
5047,In Compliance,Hobby Lobby,4887 S. Wadsworth Parkway,80123,1991,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,90398,2020-12-31,73,4199029,46.5,4422806,48.9,620727,620727,0,0,0,2081109,0,0,471.5,0,0
3385,In Compliance,Feizy Goodwill,21 S. Broadway,80209,1949,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,33138,2020-12-31,98,1352577,40.8,1456199,43.9,97831,97831,0,0,0,1018778,0,0,111,0,0
3543,In Compliance,Colorado Carpet and Rug,1001 South Platte River Drive,80223,1980,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,32500,2020-12-31,53,2507716,77.2,2657341,81.8,328722,328722,0,0,0,1386115,0,0,264.8,0,0
5260,In Compliance,FHB - 1855 Blake,1855 Blake Street,80202,1962,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,41141,2020-12-31,55,2651893,64.5,2675453,65,517289,517289,0,0,0,886903,0,0,347.9,0,0
1308,In Compliance,Appliance Factory Parts,5050 Colorado Blvd,80216,1959,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,41000,2020-12-31,86,1407405,34.3,1446271,35.3,137819,137819,0,0,0,937165,0,0,129.9,0,0
3334,In Compliance,Habitat for Humanity of Metro Denver,70 Rio Grande Blvd,80223,1952,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,30082,2020-12-31,99,1017112,33.8,1101809,36.6,89577,89577,0,0,0,711476,0,0,89.9,0,0
1611,In Compliance,Fashion Carpets Inc.,4500 Havana st,80239,1978,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,37122,2020-12-31,83,1681858,45.3,1735617,46.8,161093,161093,0,0,0,1132208,0,0,153.8,0,0
5254,In Compliance,FHB - 1801 Blake,1801 Blake Street,80202,1975,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,28847,2020-12-31,93,1156368,40.1,1183178,41,176904,176904,0,0,0,552771,0,0,132.2,0,0
1547,In Compliance,1532 - STAPLETON,3870 Quebec Street,80207,2002,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,136953,2020-12-31,99,7245023,52.9,7440159,54.3,847994,847993,0,0,0,4351669,0,0,724.2,0,0
1253,In Compliance,"Branch 217 (Denver, CO Benchmarking ID 1253)",4885 Paris St,80239,1979,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,31008,2020-12-31,56,1408560,45.4,1466997,47.3,113470,113470,0,0,0,1021400,0,0,120.2,0,0
4455,In Compliance,Ross #0500 - Colorado Blvd,4100 E Mexico Ave Ste E,80222,2000,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,27898,2020-12-31,80,1217943,43.7,1245115,44.6,290606,290606,0,0,0,226395,0,0,181,0,0
5340,In Compliance,Nordstrom,2810 E 1st Ave,80220,2007,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,142310,2020-12-31,63,8146223,57.2,8163979,57.4,1934791,1934791,0,0,0,1544717,0,0,1207,0,0
5592,In Compliance,(71344A) Cherry Creek Macy's Main Store,15 S Steele St.,80209,1990,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,188987,2020-12-31,98,4346598,23,4502296,23.8,914595,914595,0,0,0,1226000,0,0,596.9,0,0
5519,Not Submitted,801-815 BUILDING,801-815 16th Street,80202,1949,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,56250,2020-12-31,0,3312222,58.9,3312222,58.9,970757,970757,0,0,0,0,0,0,564.5,0,0
3369,In Compliance,Meininger Co,499 Broadway,80203,1989,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,18296,2020-12-31,62,1003618,54.9,1012767,55.4,184535,184535,0,0,0,373986,0,0,127.2,0,0
3539,In Compliance,1505 - SANTA FE,500 South Santa Fe Drive,80223-2402,1996,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,130601,2020-12-31,98,7327732,56.1,7838241,60,896616,896616,0,0,0,4268479,0,0,748.1,0,0
5084,In Compliance,1507 - DENVER SW,7990 W. Crestline Avenue,80235,1996,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,131335,2020-12-31,99,6951841,52.9,7457708,56.8,745645,745645,0,0,0,4407699,0,0,667.7,0,0
3441,In Compliance,103 - Denver Store,222 Detroit St,80206,1991,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,31900,2020-12-31,28,2293366,71.9,2341937,73.4,311385,311385,0,0,0,1230920,0,0,246.4,0,0
1554,In Compliance,DENVER STAPLETON (2052),7930 NORTHFIELD BLVD,80238,2005,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,180583,2020-12-31,77,13678089,75.7,13902947,77,2461515,2461515,0,0,0,5279400,0,0,1711.7,1,2015
4660,Not Submitted,DENVER SE (2820),7777 E Hampden Ave,80231,2013,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,134933,2020-12-31,98,6667321,49.4,6716891,49.8,1482040,817434,664606,0,0,1610600,0,0,947.3,1,2015
1312,Exempt,U-Haul Moving & Storage At Kennedy Park,3410 S Galena St Ste 150,80231,1954,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,78423,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1394,Not Submitted,CubeSmart - Denver Store 6665,4005 Grape Street,80216,1960,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,77904,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6037,Exempt,3110 S Wadsworth Blvd,3110 S Wadsworth Blvd,80227,1980,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,,,74521,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5132,In Compliance,29216-Denver,10298 E 45th Ave & Havana,80238,2015,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,136385,2020-12-31,0,2432260,17.8,2531233,18.6,199871,199871,0,0,0,1750300,0,0,209.2,0,0
1995,In Compliance,"The West 45th Warehouse, LLC",935 West 45th Avenue,80211,1969,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,138750,2020-12-31,0,6968169,50.2,7046173,50.8,1273055,1273055,0,0,0,2624504,0,0,879.6,0,0
6026,In Compliance,Steele Street Self Storage,3879 Adams Street,80205,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,,,45375,2020-12-31,0,947224,20.9,970778,21.4,87258,87258,0,0,0,649500,0,0,85.2,0,0
4583,In Compliance,21816-Denver/Evans Ave & Colorado BL,4101 E Evans Ave,80222,1997,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,87856,2020-12-31,0,723762,8.2,762330,8.7,119303,119303,0,0,0,316700,0,0,86.2,0,0
4948,In Compliance,21008-Denver/ W. Hampden,5500 W Hampden S Frontage Rd,80227,1996,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial/Residential Mixed-use,,68023,2020-12-31,0,224491,3.3,232608,3.4,43403,43403,0,0,0,76400,0,0,29.3,0,0
3365,In Compliance,Sierra Hills Investment dba All American Mini Storage,545 Broadway,80203,1960,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,39472,2020-12-31,0,300305,7.6,300305,7.6,88014,88014,0,0,0,0,0,0,51.2,0,0
5410,In Compliance,CubeSmart - Denver Store 6741,3800 Monaco Parkway,80207,2015,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,82858,2020-12-31,0,1066651,12.9,1090045,13.2,205666,205666,0,0,0,364919,0,0,139,0,0
3165,In Compliance,U-Haul Storage Of Highlands (935034),3427 Lipan St.,80211,1976,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,40728,2020-12-31,0,1150402,28.2,1187452,29.2,72472,72472,0,0,0,903128,0,0,90.1,0,0
2340,In Compliance,26807-Denver/26th&sheridan Blvd II,2600 Sheridan Blvd,80214,1997,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,54000,2020-12-31,0,345217,6.4,346804,6.4,82508,82508,0,0,0,63700,0,0,51.4,0,0
5815,In Compliance,Warehouse Building 2,4303 Brighton Blvd,80216,1952,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,,,65000,2020-12-31,0,1716910,26.4,1804443,27.8,56434,56434,0,0,0,1524357,0,0,113.8,0,0
1886,In Compliance,O Lot,4901 Race Street,80216,1966,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,26500,2020-12-31,0,79947,3,81058,3.1,23431,23431,0,0,0,0,0,0,13.6,0,0
5479,In Compliance,CDM Storage dba Jewell & Sheridan Self Storage,5500 W Jewell Ave,80232,1999,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,72500,2020-12-31,0,214443,3,216085,3,43854,43854,0,0,0,64812,0,0,28.9,0,0
5290,In Compliance,21510-Denver/Blake & Coorsfield,2100 Blake Street,80205,2006,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,36935,2020-12-31,0,594766,16.1,604643,16.4,106731,106731,0,0,0,230600,0,0,74.3,0,0
5458,In Compliance,23213-Denver / E. Evans Ave,5005 E Evans Ave,80222,1996,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,76269,2020-12-31,0,240491,3.2,248548,3.3,47389,47389,0,0,0,78800,0,0,31.7,0,0
5461,In Compliance,Advanced Storage Northfield,5062 Central Park Blvd,80238,2015,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,101000,2020-12-31,0,628697,6.2,628697,6.2,174819,174819,0,0,0,32216,0,0,103.4,0,0
3540,In Compliance,25952-Denver / I-25 & Santa Fe Drive,400 W Center Ave,80223,2013,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,89680,2020-12-31,0,1022047,11.4,1090205,12.2,177886,177886,0,0,0,415100,0,0,125.5,0,0
4558,In Compliance,StorQuest-Denver / Evans,5200 East Evans Ave,80222,2013,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Industrial,,72416,2020-12-31,0,3197070,44.1,3500081,48.3,149868,149868,0,0,0,2685719,0,0,229.8,0,0
4702,In Compliance,U-Haul Moving & Storage Of North Park Hill (862029),4800 Colorado Blvd,80216,1950,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,84000,2020-12-31,0,3578122,42.6,3630531,43.2,590238,590238,0,0,0,1564231,0,0,426.3,0,0
5209,In Compliance,8432- Denver - E 53rd Ave OC,15200 E 53rd Ave,80239,2009,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,75760,2020-12-31,0,229503,3,232092,3.1,36314,36314,0,0,0,105600,0,0,26.7,0,0
2896,In Compliance,USA Central Denver Storage,2100 east colfax ave,80206,1925,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,60083,2020-12-31,0,588972,9.8,596179,9.9,113382,113382,0,0,0,202113,0,0,76.7,0,0
4151,In Compliance,U-Haul Moving & Storage at South Havana (862044),615 S Havana St,80012,1980,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,61434,2020-12-31,0,1783685,29,1832360,29.8,222260,222260,0,0,0,1025336,0,0,183.7,0,0
4331,In Compliance,"CubeSmart #330 - Leetsdale Dr., (Denver)",6150 Leetsdale Drive,80224,2007,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,75160,2020-12-31,0,787069,10.5,844339,11.2,93008,93008,0,0,0,469724,0,0,79,0,0
5889,In Compliance,29239-Denver/Tamarac Pkwy & I225,4403 S Tamarac Pkwy,80237,2017,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,226340,2020-12-31,0,2497925,11,2582769,11.4,551795,551795,0,0,0,615200,0,0,353.5,0,0
5152,In Compliance,1074-Denver - E 40th Ave,11855 E. 40th Ave.,80239,2009,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,68400,2020-12-31,0,232168,3.4,235058,3.4,52687,52687,0,0,0,52400,0,0,33.4,0,0
6124,In Compliance,29267-Devver/S Parker Rd & Quebec St,1042 S Parker rd,80231,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Industrial / Warehouse,,140218,2020-12-31,0,1230845,8.8,1230845,8.8,360740,360740,0,0,0,0,0,0,209.8,0,0
